"","X","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID.1","gse_slope30m","ID.2","build_dens","ID.3","settle_dist","vervet_c"
"28",28,28,28,NA,"uuid:7ae21762-f3c7-401e-b45a-c2c1c5e87b18","Kebosongo",22,"Female","Mkurya","None","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","2","NA","2",3,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",8,"No","15_30","9","3","Shouting","","Elephant","","Elephant","","Often","Cattle","5","NA","NA","NA","NA","NA","NA","NA","Grazing_land","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","1","1","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","",1653.2,4.9,"uuid:7ae21762-f3c7-401e-b45a-c2c1c5e87b18",1,0,0,0,0,0,1,0,0,1,"elephant",28,0.462577319587629,0.0241466201841831,0.20167239010334,0.0338717065751553,0.00871706753969193,28,2.82959252051454,28,62.8089065551758,28,6449.38671875,0
"29",29,29,29,NA,"uuid:fe80e02b-406a-4b95-904b-925a6e4c472e","Kebosongo",24,"Female","Mkurya","Primary","Yes","5",1,"Young_boy Young_girl Women",1,1,"2","NA","NA","2","NA","1",3,"Few_times","Yes","Yes","No_conflict","Weather",2,"Yes","0_15","9","2","None","","","","","","","Cattle Chicken","3","NA","NA","NA","NA","11","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1692.4,4.8,"uuid:fe80e02b-406a-4b95-904b-925a6e4c472e",0,0,0,0,0,0,0,0,0,0,"elephant",29,0.474169530355097,0.0196563582867384,0.182806417346001,0.0326689593493938,0.00882016029208899,29,2.88903397645874,29,60.058708190918,29,5637.173828125,0
"30",30,30,30,NA,"uuid:ae7d1ee3-edbd-4ed9-b4c0-998de7a35891","Rwamchanga",47,"Female","Mnata","Primary","Yes","8",1,"Young_boy Men Women",1,1,"2","NA","4","NA","NA","2",2,"Never","Yes","Yes","Crop_damage Structure","Wildlife",10,"No","60_plus","9","4","Guarding Fire Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","25","8","25","NA","2","30","NA","NA","Grazing_land","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1624.4,4.8,"uuid:ae7d1ee3-edbd-4ed9-b4c0-998de7a35891",1,0,0,0,0,0,0,0,0,1,"elephant",30,0.500137457044674,0.0222107674926519,0.13907216489315,0.0386139750480652,0.00524627743288875,30,3.11314491761902,30,39.4576950073242,30,5539.82373046875,0
"31",31,31,31,NA,"uuid:77f83df3-66ce-4be4-a6d3-c025a5027135","Singisi",26,"Male","Mwisenye","Primary","Yes","15",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"4","2","3","3","NA","3",3,"Frequently","Yes","No","Crop_damage Livestock_loss_med Structure","Wildlife",5,"Yes","0_15","8","4","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","10",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","Elephant",1302.4,3.7,"uuid:77f83df3-66ce-4be4-a6d3-c025a5027135",1,0,0,0,0,0,1,0,0,1,"elephant",31,0.529037800687285,0.0046277204528451,0.169564723968506,0.0135967927053571,0.00643757171928883,31,2.44713073336621,31,55.1312713623047,31,4978.8720703125,0
"32",32,32,32,NA,"uuid:8c17a182-9539-4b2c-9a91-7a460a30eaed","Singisi",40,"Female","Mwisenye","Primary","Yes","13",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","2","2","3","3",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",2,"No","15_30","9","4","Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog","38","43","25","NA","7","NA","NA","NA","Weather","NA_noSmall",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat","2","3","NA",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","Elephant",1329.4,4.9,"uuid:8c17a182-9539-4b2c-9a91-7a460a30eaed",1,0,0,0,0,0,1,0,0,1,"elephant",32,0.444684994272623,0.00410080188885331,0.245521187782288,0.0152806416153908,0.0039633447304368,32,2.16803325958311,32,35.9817504882812,32,3303.75122070312,0
"33",33,33,33,NA,"uuid:145ffc68-0a97-48ea-9a33-3070e6ff7be0","Singisi",20,"Female","Mtaturu","Primary","Yes","4",1,"Men Young_girl Women",1,1,"NA","NA","2","1","NA","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",2.5,"Yes","0_15","9","2","Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog","100","10","65","NA","6","NA","NA","NA","Grazing_land","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","3","1",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","",1329.2,4.8,"uuid:145ffc68-0a97-48ea-9a33-3070e6ff7be0",1,0,0,0,0,0,1,0,0,1,"elephant",33,0.336781214203895,0.00666666682809591,0.335887730121613,0.0188430696725845,0.00337915238924325,33,1.98808513509713,33,17.9908752441406,33,2486.3388671875,0
"34",34,34,34,NA,"uuid:075dc3dc-b3b7-414d-87ef-ea7222c63158","Singisi",40,"Male","Mtaturu","Primary","Yes","6",1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,"2","1","1","NA","1","1",3,"Few_times","No","Yes","Livestock_loss_med","",NA,"","","NA","NA","","","","","","","","Sheep","NA","78","NA","NA","NA","NA","NA","NA","Wildlife","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","",1270.7,5,"uuid:075dc3dc-b3b7-414d-87ef-ea7222c63158",0,0,0,0,0,0,1,0,0,0,"elephant",34,0.261534936998854,0.0085796108469367,0.309541821479797,0.0254524629563093,0.00468499446287751,34,1.8119340567231,34,9.48563480377197,34,2514.2080078125,0
"35",35,35,35,NA,"uuid:bf4d2a21-4fc7-4a55-8fbf-5b76891b1eff","Iharara",50,"Male","Mwisenye","Primary","Yes","13",1,"Young_boy Men Adolesc_girl Women",1,1,"6","NA","1","NA","2","4",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"No","30_45","9","3","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken Duck","30","20","15","NA","4","15","13","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","14",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","",1197.2,4.4,"uuid:bf4d2a21-4fc7-4a55-8fbf-5b76891b1eff",1,0,0,0,0,0,1,0,0,1,"elephant",35,0.27963344788087,0.0126575026661158,0.259908348321915,0.0221305843442678,0.00986254308372736,35,1.83209194063586,35,11.1917753219604,35,2571.9931640625,0
"36",36,36,36,NA,"uuid:3cf61032-ec1f-4a4b-b2ab-8ba2acc81407","Motukeri",25,"Female","Mnata","None","Yes","8",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"3","1","2","1","NA","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"Yes","0_15","10","1","Guarding Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Chicken","5","40","NA","NA","NA","3","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","3",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant",1314.1,4.1,"uuid:3cf61032-ec1f-4a4b-b2ab-8ba2acc81407",1,0,0,0,0,0,1,0,0,1,"elephant",36,0.469415807560137,0.0274914093315601,0.263367682695389,0.0160366557538509,0.00509736547246575,36,2.8710043325649,36,28.1131286621094,36,3528.89453125,0
"37",37,37,37,NA,"uuid:88fe802a-fbc0-40fb-b474-4d8a3222c2d5","Motukeri",68,"Female","Mwikoma","None","Yes","8",1,"Young_boy Men Young_girl Women",1,1,"3","NA","1","1","NA","3",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_small Structure","Wildlife",12,"Yes","0_15","9","5","Guarding Shouting","","Elephant","","Elephant","","Often","Sheep Dog Chicken","NA","3","NA","NA","2","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"Chicken","8",NA,NA,"Weasel Mongoose",NA,"Weasel",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1367,4.8,"uuid:88fe802a-fbc0-40fb-b474-4d8a3222c2d5",1,0,0,0,0,0,0,0,0,1,"elephant",37,0.47418098510882,0.0569186694920063,0.245234817266464,0.0163573883473873,0.00552119128406048,37,3.66472344050344,37,31.2962284088135,37,4930.91357421875,0
"38",38,38,38,NA,"uuid:4ac848f5-0968-4156-ab2d-76fdcfa83467","Motukeri",38,"Female","Msukuma","Primary","No","4",1,"Young_boy Men Adolesc_girl Women",1,1,"1","NA","1","NA","1","1",2,"Once_or_twice","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",6,"No","30_45","9","3","Shouting Chasing","","Elephant","","Elephant","","Often","Sheep Goat Dog Chicken","NA","3","4","NA","2","5","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","5",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","",1398.2,4.5,"uuid:4ac848f5-0968-4156-ab2d-76fdcfa83467",1,0,0,0,0,0,1,0,0,1,"elephant",38,0.46057273768614,0.0712142065167427,0.255269199609756,0.0179839637130499,0.00702176382765174,38,4.09448608079266,38,39.7760047912598,38,6307.15673828125,0
"39",39,39,39,NA,"uuid:31499736-dbcf-4061-80e5-d0dc9cfde664","Motukeri",31,"Male","Mnata","Primary","Yes","4",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","1","NA","1",2,"Few_times","Yes","No","Crop_damage Structure","Wildlife",4,"Yes","0_15","9","3","Shouting Chasing","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1349.1,5,"uuid:31499736-dbcf-4061-80e5-d0dc9cfde664",1,0,0,0,0,0,0,0,0,1,"elephant",39,0.437777777777778,0.0738831609487534,0.277445584535599,0.0175028629601002,0.00429553259164095,39,3.79753277245581,39,27.8966789245605,39,4615.84765625,0
"40",40,40,40,NA,"uuid:ca814527-4d53-4d60-904e-39c21d3aff31","Motukeri",66,"Male","Mnata","Primary","Yes","8",1,"Men Women",1,1,"NA","NA","5","NA","NA","3",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",8,"No","15_30","8","2","Shouting Chasing","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken Duck","28","13","25","NA","2","10","2","NA","Low_productivity","Day_dog Night_contained",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","8","5",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Often","","","Elephant",1345,5,"uuid:ca814527-4d53-4d60-904e-39c21d3aff31",1,0,0,0,0,0,1,0,0,1,"elephant",40,0.433241695303551,0.0428636893630028,0.288854539394379,0.015567010268569,0.00541809853166342,40,3.08484508711943,40,27.8457489013672,40,3056.40454101562,0
"41",41,41,41,NA,"uuid:27ed5bbb-560c-4d90-9925-1fba3d831720","Natta",51,"Female","Mwikoma","Primary","Yes","8",1,"Young_boy Men Adolesc_girl Women",1,1,"1","NA","1","NA","2","4",3,"Frequently","Yes","Yes","Crop_damage","Wildlife",3,"No","15_30","9","2","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Goat Dog Chicken","7","NA","29","NA","1","30","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1319,4,"uuid:27ed5bbb-560c-4d90-9925-1fba3d831720",1,0,0,0,0,0,0,0,0,1,"elephant",41,0.364799541809851,0.028888888657093,0.35572737455368,0.0196105390787125,0.00890034344047308,41,2.66076746849158,41,31.2071018218994,41,2611.28881835938,0
"42",42,42,42,NA,"uuid:413c3cfa-2f84-405c-8a9a-60cfba43e73d","Natta",25,"Female","Mnata","O_level","No","5",1,"Young_boy Men Adolesc_girl Women",1,1,"2","NA","1","NA","1","1",4,"Frequently","Yes","No","Crop_damage","Wildlife",3,"Yes","0_15","10","3","Shouting Chasing","","Elephant","","Elephant","","Rarely","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1305.7,4.8,"uuid:413c3cfa-2f84-405c-8a9a-60cfba43e73d",1,0,0,0,0,0,0,0,0,1,"elephant",42,0.343505154639175,0.0260595642030239,0.385796099901199,0.0210538376122713,0.0116380294784904,42,2.63418471353997,42,31.3471584320068,42,2837.53979492188,0
"43",43,43,43,NA,"uuid:2fbd15e7-5cde-4ee9-983a-8ee8460d3ba4","Natta",42,"Female","Mnata","Primary","Yes","2",1,"Women",1,1,"NA","NA","NA","NA","NA","2",3,"Frequently","Yes","Yes","Crop_damage","Wildlife",2,"Yes","0_15","9","2","Shouting","","Elephant","","Elephant","","Often","Sheep Dog","NA","30","NA","NA","4","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Women","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1306.7,4.9,"uuid:2fbd15e7-5cde-4ee9-983a-8ee8460d3ba4",1,0,0,0,0,0,0,0,0,1,"elephant",43,0.290733104238259,0.0256701037287712,0.417479962110519,0.0245704464614391,0.0182474218308926,43,2.87388064759226,43,24.8027057647705,43,1536.29174804688,0
"44",44,44,44,NA,"uuid:b9d32a7c-4725-4fbf-9d8b-0b9787b1ce90","Makundusi",50,"Female","Mkurya","Primary","Yes","4",1,"Adolesc_boy Men Women",1,1,"NA","2","1","NA","NA","1",3,"Frequently","Yes","Yes","Crop_damage","Wildlife",3,"No","45_60","9","2","Shouting","","Elephant","","Elephant","","Often","Dog Chicken","NA","NA","NA","NA","1","5","NA","NA","Theft","Night_contained Day_none",NA,NA,"NA_noMedLV","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1299.9,4.9,"uuid:b9d32a7c-4725-4fbf-9d8b-0b9787b1ce90",1,0,0,0,0,0,0,0,0,1,"elephant",44,0.236437571592211,0.0213516615331173,0.458258867263794,0.0247651766985655,0.0269988551735878,44,3.13331930791236,44,21.2503681182861,44,979.055114746094,0
"45",45,45,45,NA,"uuid:8309d7ec-d444-49fa-b5a3-ee6cd5496568","Natta",27,"Female","Msukuma","Primary","No","11",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"1","1","4","3","NA","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",2,"No","45_60","10","1","Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog Chicken","200","150","20","NA","5","6","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","3","6",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant Hyena",1285.8,4.3,"uuid:8309d7ec-d444-49fa-b5a3-ee6cd5496568",1,0,0,0,0,0,1,0,0,1,"elephant",45,0.375555555555555,0.0191408935934305,0.37247422337532,0.0213631149381399,0.00829324126243591,45,2.22137400846762,45,26.8144245147705,45,661.614990234375,0
"46",46,46,46,NA,"uuid:00ffc28f-aab3-4af7-9e06-9a01dbd78697","Natta",40,"Male","Msukuma","Primary","Yes","2",1,"Men",1,1,"NA","NA","2","NA","NA","NA",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"No","45_60","9","3","Fire Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog","70","80","20","NA","1","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Sheep","1","NA","5",NA,"NA","NA","Elephant Hyena",NA,"Hyena",NA,"Rarely","Rarely","","","Elephant",1303.6,4.7,"uuid:00ffc28f-aab3-4af7-9e06-9a01dbd78697",1,0,0,0,0,1,1,0,0,1,"elephant",46,0.401305841924399,0.0278121419250965,0.347880870103836,0.0196334477514029,0.00695303548127413,46,2.53083298192111,46,28.125862121582,46,1375.20581054688,0
"47",47,47,47,NA,"uuid:87d11e0b-52c1-4de9-ae2e-715bfe0a7783","Makundusi",53,"Male","Msukuma","Primary","No","9",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"2","2","2","1","NA","2",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",6,"Yes","15_30","10","2","Guarding Fire Shouting","","Elephant","","Elephant","","Often","Cattle Goat Chicken","30","NA","2","NA","NA","10","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat","NA","1","NA",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","",1304.3,5,"uuid:87d11e0b-52c1-4de9-ae2e-715bfe0a7783",1,0,0,0,0,0,1,0,0,1,"elephant",47,0.324936998854524,0.0213287509977818,0.37479954957962,0.0249484535306692,0.0146048106253147,47,2.31417166058158,47,22.536340713501,47,1434.65844726562,0
"48",48,48,48,NA,"uuid:78d8510c-1b93-4dd8-8caa-19e633df7dd8","Makundusi",20,"Male","Msukuma","Primary","No","14",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"3","NA","3","3","2","3",3,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",10,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Dog Chicken","20","NA","NA","NA","3","10","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1205.1,4.8,"uuid:78d8510c-1b93-4dd8-8caa-19e633df7dd8",1,0,0,0,0,0,0,0,0,1,"elephant",48,0.261603665521191,0.0180526915937662,0.418820172548294,0.0244100801646709,0.0187857951968908,48,2.44830438724976,48,20.9702548980713,48,1578.45263671875,0
"49",49,49,49,NA,"uuid:bfa5958d-0be9-4098-85d5-08cdd254dec0","Makundusi",20,"Female","Msukuma","None","No","8",1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,"2","2","1","NA","1","2",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",15,"No","15_30","9","2","Guarding Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","50","30","10","NA","3","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","2","1","3",NA,"NA","NA","Hyena Lion",NA,"Lion",NA,"","Rarely","Often","","",1237.6,4.8,"uuid:bfa5958d-0be9-4098-85d5-08cdd254dec0",1,0,0,0,0,0,1,1,0,1,"elephant",49,0.22389461626575,0.0209621991962194,0.432531505823135,0.0236197020858526,0.0207331050187349,49,2.82292001309537,49,15.7372407913208,49,328.775909423828,0
"50",50,50,50,NA,"uuid:4a7a0e1f-0b5f-4def-a329-78af8542a296","Makundusi",20,"Male","Msukuma","None","No","21",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"5","2","6","4","NA","4",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",12,"No","30_45","9","5","Guarding Fire Shouting","","Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","100","50","50","NA","3","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","3",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","2","2",NA,"NA","NA","Lion",NA,"Lion",NA,"","","Rarely","","Elephant",1233.1,4.5,"uuid:4a7a0e1f-0b5f-4def-a329-78af8542a296",1,0,0,0,0,0,0,1,0,1,"elephant",50,0.211855670103093,0.0132531505078077,0.408659785985947,0.0218556709587574,0.0129553265869617,50,2.02729015914725,50,10.084056854248,50,179.332305908203,0
"51",51,51,51,NA,"uuid:4a31b8d7-4c36-4b46-9b7c-4b5d88761992","Makundusi",50,"Female","Msukuma","Primary","No","12",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","2","4","1","2",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",20,"No","30_45","9","2","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog Chicken","10","20","20","NA","2","10","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","1","25","12",NA,"NA","NA","Hyena Leopard Lion",NA,"Leopard",NA,"","Rarely","Rarely","Rarely","Hyena",1287.6,5,"uuid:4a31b8d7-4c36-4b46-9b7c-4b5d88761992",1,0,0,0,0,0,1,1,1,1,"elephant",51,0.195486827033219,0.0209392905235291,0.473745703697205,0.0230469647794962,0.0298969075083733,51,3.18962764635785,51,15.7372407913208,51,239.109741210938,0
"52",52,52,52,NA,"uuid:d210c1bf-7f23-464f-9f39-eceefb9219c4","Motukeri",39,"Male","Taturu","Primary","Yes","4",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","1","NA","1",3,"Frequently","Yes","No","Crop_damage Structure","Wildlife",3,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1222.9,5,"uuid:d210c1bf-7f23-464f-9f39-eceefb9219c4",1,0,0,0,0,0,0,0,0,1,"elephant",52,0.487056128293242,0.0103780068457127,0.243814438581467,0.0142497140914202,0.00479954201728106,52,2.61273982753647,52,37.2167930603027,52,4178.0107421875,0
"53",53,53,53,NA,"uuid:91a539d7-c3ba-4162-9ce9-a5cacad8919f","Motukeri",28,"Female","Taturu","Primary","Yes","18",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"4","4","3","2","1","4",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",4,"No","15_30","9","3","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","72","20","18","NA","3","13","NA","NA","Low_productivity","Day_dog Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","7",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant",1312.4,4.7,"uuid:91a539d7-c3ba-4162-9ce9-a5cacad8919f",1,0,0,0,0,0,1,0,0,1,"elephant",53,0.419977090492554,0.00523482263088226,0.32284078001976,0.0176746845245361,0.00423825904726982,53,2.22692666321216,53,23.0329036712646,53,2485.7998046875,0
"54",54,54,54,NA,"uuid:a38b7596-972b-49a0-9d7a-ba54d1d1bd69","Motukeri",29,"Female","Taturu","Primary","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","2","NA","1",2,"Never","Yes","No","Crop_damage","Weather",3,"No","45_60","9","2","Guarding Shouting Chasing","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1306.5,4.9,"uuid:a38b7596-972b-49a0-9d7a-ba54d1d1bd69",1,0,0,0,0,0,0,0,0,1,"elephant",54,0.415899198167239,0.00696449028328061,0.340389460325241,0.0182245131582022,0.00408934708684683,54,2.21935439112234,54,22.625467300415,54,2105.82934570312,0
